Text,Image,Folio
urn:cts:greekLit:tlg5026.msA.hmt:11.54,"urn:cite:hmt:vaimg.VA139VN-0641@0.18,0.3166,0.249,0.1223",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msA.hmt:11.55,"urn:cite:hmt:vaimg.VA139VN-0641@0.186,0.4321,0.249,0.0503",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msA.hmt:11.56,"urn:cite:hmt:vaimg.VA139VN-0641@0.186,0.4726,0.25,0.066",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msA.hmt:11.57,"urn:cite:hmt:vaimg.VA139VN-0641@0.183,0.5289,0.253,0.0548",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msA.hmt:11.58,"urn:cite:hmt:vaimg.VA140RN-0312@0.175,0.093,0.6,0.0278",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msA.hmt:11.59,"urn:cite:hmt:vaimg.VA140RN-0312@0.185,0.1073,0.378,0.0225",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msA.hmt:11.60,"urn:cite:hmt:vaimg.VA140RN-0312@0.185,0.1155,0.61,0.0465",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msA.hmt:11.61,"urn:cite:hmt:vaimg.VA140RN-0312@0.582,0.4201,0.197,0.0533",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msA.hmt:11.62,"urn:cite:hmt:vaimg.VA140RN-0312@0.579,0.4659,0.211,0.0893",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msA.hmt:11.63,"urn:cite:hmt:vaimg.VA140RN-0312@0.586,0.5529,0.209,0.1185",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msA.hmt:11.64,"urn:cite:hmt:vaimg.VA140RN-0312@0.575,0.6647,0.205,0.03",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msA.hmt:11.65,"urn:cite:hmt:vaimg.VA140RN-0312@0.149,0.6887,0.634,0.066",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msA.hmt:11.66,"urn:cite:hmt:vaimg.VA140RN-0312@0.14,0.7344,0.641,0.0405",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msA.hmt:11.67,"urn:cite:hmt:vaimg.VA140VN-0642@0.2094,0.1188,0.6974,0.0278",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msA.hmt:11.68,"urn:cite:hmt:vaimg.VA140VN-0642@0.2255,0.1346,0.7014,0.0353",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msA.hmt:11.69,"urn:cite:hmt:vaimg.VA140VN-0642@0.2265,0.1481,0.7004,0.0346",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msA.hmt:11.70,"urn:cite:hmt:vaimg.VA140VN-0642@0.2265,0.1594,0.7004,0.0346",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msA.hmt:11.71,"urn:cite:hmt:vaimg.VA140VN-0642@0.2234,0.1707,0.7014,0.0353",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msA.hmt:11.72,"urn:cite:hmt:vaimg.VA140VN-0642@0.2194,0.1865,0.7034,0.1316",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msA.hmt:11.73,"urn:cite:hmt:vaimg.VA140VN-0642@0.2104,0.306,0.2305,0.0444",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msA.hmt:11.74,"urn:cite:hmt:vaimg.VA140VN-0642@0.2104,0.306,0.2305,0.0444",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msA.hmt:11.75,"urn:cite:hmt:vaimg.VA140VN-0642@0.2104,0.306,0.2305,0.0444",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msA.hmt:11.76,"urn:cite:hmt:vaimg.VA140VN-0642@0.2295,0.6444,0.2224,0.1158",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msA.hmt:11.77,"urn:cite:hmt:vaimg.VA140VN-0642@0.2395,0.7308,0.6723,0.0451",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msA.hmt:11.78,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.79,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.80,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.81,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.82,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.83,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.84,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.85,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.86,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.87,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.88,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.89,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.90,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.91,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.92,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.93,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.94,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.95,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.96,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.97,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.98,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.99,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.101,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.102,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.103,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.104,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.105,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.106,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.107,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.108,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.109,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.110,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.111,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.112,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.113,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.114,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.115,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.116,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.117,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.118,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.119,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.120,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.121,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.122,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.123,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.124,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.125,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.126,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.127,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.128,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.129,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.130,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.131,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.132,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.133,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.134,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.135,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.136,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.137,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.138,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.139,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.140,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.141,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.142,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.143,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.144,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.145,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.146,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.147,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.148,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.149,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.150,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.151,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.152,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.153,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.154,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.155,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.156,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.157,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.158,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.159,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.160,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.161,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.162,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.163,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.164,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.165,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.166,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.167,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.168,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.169,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.170,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.171,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.172,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.173,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.174,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.175,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.176,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.177,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.178,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.179,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.180,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.181,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.182,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.183,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.184,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.185,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.186,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.187,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.188,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.189,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.190,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.191,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.192,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.193,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.194,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.195,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.196,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.197,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.198,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.199,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.200,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.201,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.202,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.203,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.204,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.205,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.206,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.207,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.208,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.209,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.210,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.211,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.213,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.214,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.215,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.216,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.217,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.218,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.219,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.220,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.221,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.222,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.223,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.224,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.225,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.226,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.227,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.228,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.229,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.230,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.231,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.232,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.233,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.234,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.235,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.236,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.237,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.238,"",
urn:cts:greekLit:tlg5026.msA.hmt:11.239,"",

